#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
152,카벙클 헬리오도르,,0,0,0,1,0,0,1068,245,0,4545,10011,610,0,620,80,10,0,0,0,1,0,0,0,8,0,15,10,20,1,1,False,True,False,True,False,False,True,True
153,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
154,노다지,,0,0,0,1,0,0,1212,0,0,4547,11505,445,0,620,100,10,0,0,0,1,0,0,0,8,0,15,39,20,1,4,False,False,False,False,False,False,True,True
155,모그리 음악단,,0,0,0,1,0,0,991,233,0,4523,12,460,360,617,50,30,0,0,0,1,4,0,0,8,0,15,11,20,1,3,False,True,False,False,False,False,True,True
156,그나스 인형,,0,0,0,1,0,0,1169,277,0,4570,7009,480,360,626,100,10,0,0,0,1,0,0,0,8,0,20,12,20,1,3,False,True,False,True,False,False,True,True
157,꼬마 파이싸,,0,0,0,1,0,0,1170,273,0,4558,1049,620,0,620,100,10,0,0,0,2,0,0,0,8,0,25,46,20,1,2,True,False,False,True,False,False,True,True
158,푸른손 인형,,0,0,0,1,0,0,1171,207,0,4559,7001,390,360,624,90,10,0,0,0,1,0,0,0,8,0,10,18,30,1,3,False,True,False,True,False,False,True,True
159,호박 집사,,0,0,0,1,0,0,1172,42,0,4548,1025,420,30,613,100,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,True,False,True,False,True,True
160,에키드나 인형,,0,0,0,1,0,0,1322,275,0,4560,2102,410,0,620,100,10,0,0,0,1,0,0,0,8,0,20,45,60,1,2,False,True,False,True,False,False,True,True
161,릴름 인형,,0,0,0,1,0,0,1176,276,0,4561,12061,415,0,620,100,10,0,0,0,1,0,0,0,8,0,10,10,20,1,3,False,True,False,True,False,False,True,True
162,사냥매,,0,0,0,1,0,0,1173,78,0,4562,5005,520,30,604,100,10,0,0,0,2,2,0,0,8,0,20,13,20,1,1,True,False,False,False,False,False,True,True
163,뽈록눈,,0,0,0,1,0,0,1174,79,0,4563,1050,420,30,613,100,10,0,0,0,2,1,0,0,8,0,15,19,30,1,2,True,False,False,False,False,False,True,True
164,왕자 펭귄,,0,0,0,1,0,0,1175,80,0,4564,5006,415,360,634,100,10,0,0,0,2,0,0,0,8,130,10,36,30,1,1,True,False,False,False,False,False,True,True
165,트윈타니아 인형,,0,0,0,1,0,0,1319,81,0,4565,2001,380,360,618,100,10,0,0,0,1,0,0,0,8,0,25,12,20,1,2,False,True,False,True,False,False,True,True
166,꼬마 머윗잎 요정,,0,0,0,1,0,0,1320,82,0,4566,1051,440,120,605,100,10,0,0,0,2,0,0,0,8,0,15,20,20,1,1,True,False,False,False,False,False,True,True
167,프리오닐 인형,,0,0,0,1,0,0,1321,239,0,4549,12021,600,120,605,100,10,0,0,0,1,0,0,0,8,0,25,4,20,1,3,False,True,False,True,False,False,True,True
168,이프리트 인형,,0,0,0,1,0,0,1318,83,0,4567,8001,380,120,610,100,10,0,0,0,1,0,0,0,8,0,20,1,20,1,2,False,True,False,False,False,False,True,True
169,가루다 인형,,0,0,0,1,0,0,1330,83,0,4572,8002,495,360,619,90,10,0,0,0,1,2,0,0,8,0,20,26,20,1,2,False,True,False,True,False,False,True,True
170,타이탄 인형,,0,0,0,1,0,0,1331,83,0,4573,8003,380,30,613,100,10,0,0,0,1,0,0,0,8,0,15,19,30,1,2,False,True,False,True,False,False,True,True
171,리바이어선 인형,,0,0,0,1,0,0,1332,83,0,4574,8004,455,0,620,100,10,0,0,0,1,0,0,0,8,0,30,32,40,1,2,False,True,False,True,False,False,True,True
172,준두 인형,,0,0,0,1,0,0,1423,87,0,4569,7010,630,360,617,100,10,0,0,0,1,0,0,0,8,0,25,11,20,1,3,False,True,False,True,False,False,True,True
173,오르슈팡 인형,,0,0,0,1,0,0,1334,272,0,4568,9022,530,0,620,100,10,2,0,0,1,0,0,0,8,0,30,10,20,1,3,False,True,False,True,False,False,True,True
174,네로 인형,,0,0,0,1,0,0,1335,278,0,4575,9023,420,0,620,100,10,0,0,0,1,0,0,0,8,0,20,49,30,1,3,False,True,False,True,False,False,True,True
175,바스 인형,,0,0,0,1,0,0,1343,277,0,4571,7008,430,0,620,100,10,0,0,0,1,0,0,0,8,0,15,17,20,1,3,False,True,False,True,False,False,True,True
176,꼬마 파우스트,,0,0,0,1,0,0,1458,236,0,4576,2003,390,30,604,100,10,0,0,0,1,0,0,0,8,0,30,1,60,1,2,False,True,False,True,False,False,True,True
177,신 야슈톨라,,0,0,0,1,0,0,1333,262,0,4596,9001,480,360,632,100,10,0,0,0,1,0,0,0,8,0,25,22,20,1,3,False,True,False,True,False,False,True,True
178,칼카,,0,0,0,1,0,0,1461,270,0,4577,1052,370,360,618,100,0,10,0,0,1,4,0,0,8,0,10,51,20,2,2,False,True,False,True,False,False,True,True
179,브리나,,0,0,0,1,0,0,1462,270,0,4578,1053,410,360,617,100,0,10,0,0,1,4,0,0,8,0,15,50,20,2,2,False,True,False,True,False,False,True,True
180,모르포,,0,0,0,1,0,0,1459,304,0,4579,1054,470,120,602,80,20,0,0,0,2,3,0,0,8,0,20,20,30,1,1,False,False,False,False,False,False,True,True
181,포로 록고,,0,0,0,1,0,0,1466,305,0,4580,1055,420,30,640,100,10,0,0,0,2,0,0,0,8,0,20,38,20,1,1,True,False,True,False,True,False,True,True
182,길버트 인형,,0,0,0,1,0,0,1484,306,0,4581,12042,400,360,619,100,10,0,0,0,1,0,0,0,8,0,15,12,20,1,3,False,True,False,True,False,False,True,True
183,어린 펜리르,,0,0,0,1,0,0,1467,307,0,4582,1056,380,360,617,100,10,0,0,0,2,0,0,0,8,0,15,11,20,1,2,True,False,True,False,True,False,True,True
184,아기 용 인형,,0,0,0,1,0,0,1463,308,0,4597,7011,510,30,601,100,10,0,0,0,1,2,0,0,8,0,30,1,20,1,1,False,True,False,True,True,False,True,True
185,라무 인형,,0,0,0,1,0,0,1544,83,0,4598,8005,515,30,603,90,10,0,0,0,1,0,0,0,8,0,25,1,30,1,2,False,True,False,True,False,False,True,True
186,시바 인형,,0,0,0,1,0,0,1545,83,0,4599,8006,420,30,611,90,10,0,0,0,1,0,0,0,8,0,10,19,30,1,2,False,True,False,True,False,False,True,True
187,아기돼지,,0,0,0,1,0,0,1465,311,0,4600,12902,375,360,623,100,2,0,0,30,2,0,0,0,8,0,10,29,20,1,1,True,False,False,True,True,False,True,True
188,마법 양동이,,0,0,0,1,0,0,1464,0,0,4601,11509,530,360,624,100,5,1,0,0,1,0,0,0,8,0,15,18,30,1,4,False,False,False,True,False,False,True,True
189,오징어 다리,,0,0,0,1,0,0,1469,313,0,4602,1057,480,30,640,100,10,0,0,0,2,0,0,0,8,0,25,38,20,1,2,True,False,False,True,False,False,True,True
190,브라키오 인형,,0,0,0,1,0,0,1470,314,0,4603,1058,490,30,613,100,10,0,0,0,1,0,0,0,8,0,30,23,20,1,3,False,True,False,True,False,False,True,True
191,응원단 인형,,0,0,0,1,0,0,1468,315,0,4604,10013,440,360,617,100,0,10,0,0,2,6,0,0,8,0,15,11,20,1,3,False,True,False,True,False,True,True,True
192,쿠루루 인형,,0,0,0,1,0,0,1336,262,0,4605,9012,390,360,626,100,10,0,0,0,1,0,0,0,8,0,10,12,20,1,3,False,True,False,True,False,False,True,True
193,아이메리크 인형,,0,0,0,1,0,0,1547,317,0,4606,9024,465,0,620,100,10,0,0,0,1,0,0,0,8,0,30,34,30,1,3,False,True,False,True,False,False,True,True
194,페가콜트,,0,0,0,1,0,0,1650,318,0,4613,1059,500,360,624,100,10,0,0,0,2,0,0,0,8,0,25,18,30,1,1,True,False,True,False,True,False,True,True
195,칼로피스테리 인형,,0,0,0,1,0,0,1546,319,0,4607,2103,440,0,620,100,10,0,0,0,1,0,0,0,8,0,25,10,20,1,2,False,True,True,False,False,False,True,True
196,사스콰치 인형,,0,0,0,1,0,0,1386,320,0,4608,1060,420,0,620,100,10,0,0,0,1,0,0,0,8,0,15,37,20,1,2,False,True,False,True,False,False,True,True
197,드워프 토끼,,0,0,0,1,0,0,1387,321,0,4609,3009,450,360,634,100,10,0,0,0,2,0,0,0,8,0,20,36,30,1,1,True,False,True,False,True,False,True,True
198,한눈깔이,,0,0,0,1,0,0,1385,322,0,4610,1061,450,120,608,100,10,0,0,0,2,0,0,0,8,0,10,19,30,1,2,True,False,True,False,True,False,True,True
199,도사 모그리,,0,0,0,1,0,0,1548,233,0,4611,13,410,120,614,100,10,0,0,0,1,4,0,0,8,0,10,38,20,1,3,False,True,False,True,False,False,True,False
200,지바냥,,0,0,0,1,0,0,1390,324,0,4584,13003,620,30,606,100,10,0,0,0,2,0,0,0,8,0,25,1,20,1,2,True,False,True,False,True,False,True,False
201,백멍이,,0,0,0,1,0,0,1391,324,0,4586,13004,520,360,634,100,10,0,0,0,2,0,0,0,8,0,20,35,20,1,2,True,False,True,False,True,False,True,False
202,위스퍼,,0,0,0,1,0,0,1392,324,0,4592,13005,420,30,621,100,10,0,0,0,2,0,0,0,8,0,15,14,20,1,2,True,False,False,True,False,False,True,False
203,눈보라 공주,,0,0,0,1,0,0,1393,324,0,4594,13006,360,360,617,100,10,0,0,0,2,0,0,0,8,90,10,11,30,1,2,True,False,True,False,True,False,True,False
204,구미,,0,0,0,1,0,0,1394,324,0,4591,13007,630,120,610,100,10,0,0,0,2,0,0,0,8,0,25,1,20,1,2,True,False,True,False,True,False,True,False
205,황멍이,,0,0,0,1,0,0,1395,324,0,4587,13008,510,120,633,100,10,0,0,0,2,0,0,0,8,0,15,20,20,1,2,True,False,True,False,True,False,True,False
206,인면견,,0,0,0,1,0,0,1396,324,0,4595,13009,530,120,627,100,10,0,0,0,2,0,0,0,8,0,15,1,20,1,2,True,False,False,True,True,False,True,False
207,럭키 스네이크,,0,0,0,1,0,0,1397,324,0,4588,13010,650,360,615,100,10,0,0,0,2,0,0,0,8,0,20,27,30,1,2,True,False,True,False,True,False,True,False
208,이무기,,0,0,0,1,0,0,1398,324,0,4590,13011,630,120,605,100,10,0,0,0,2,0,0,0,8,0,30,1,20,1,2,True,False,True,False,True,False,True,False
209,무사냥,,0,0,0,1,0,0,1399,324,0,4583,13012,650,30,604,100,10,0,0,0,2,0,0,0,8,0,20,4,20,1,2,True,False,False,True,True,False,True,False
210,부유냥,,0,0,0,1,0,0,1400,324,0,4585,13013,365,30,606,100,10,0,0,0,2,0,0,0,8,0,10,1,30,1,2,True,False,True,False,True,False,True,False
211,로보냥 F,,0,0,0,1,0,0,1401,324,0,4593,13014,400,360,600,100,10,0,0,0,2,0,0,0,8,0,10,5,30,1,2,True,False,True,False,True,False,True,False
212,우사뿅,,0,0,0,1,0,0,1402,324,0,4589,13015,550,30,612,100,10,0,0,0,2,0,0,0,8,0,15,1,20,1,2,True,False,False,True,True,False,True,False
213,야광귀 인형,,0,0,0,1,0,0,1645,203,0,4612,1012,490,30,604,100,30,0,0,0,1,0,0,0,8,0,20,1,20,1,2,False,True,False,True,False,True,True,False
214,네이밍웨이,,0,0,0,1,0,0,1614,325,0,4614,12043,450,360,623,100,0,10,0,0,2,0,0,0,8,0,20,29,20,1,3,True,False,False,False,True,False,True,True
215,미니 알렉산더,,0,0,0,1,0,0,1618,326,0,4615,2006,600,360,626,100,10,0,0,0,2,0,0,0,8,0,25,12,20,1,2,False,False,False,False,False,False,True,True
216,아기 멧돼지,,0,0,0,1,0,0,1615,327,0,4616,1062,450,360,617,100,10,0,0,0,2,0,0,0,8,0,30,11,20,1,1,True,False,False,False,True,False,True,True
217,신 산크레드,,0,0,0,1,0,0,1616,262,0,4617,9003,420,120,608,100,10,0,0,0,1,0,0,0,8,0,15,19,30,1,3,False,True,False,True,False,False,True,True
218,신 알리제,,0,0,0,1,0,0,1617,262,0,4618,9009,390,0,620,100,10,0,0,0,1,0,0,0,8,0,10,9,20,1,3,False,True,False,True,False,False,True,True
219,에다 인형,,0,0,0,1,0,0,1626,330,0,4619,9025,420,30,604,100,10,0,0,0,1,0,0,0,8,0,25,14,20,1,2,False,True,False,False,False,False,True,True
220,유우나 인형,,0,0,0,1,0,0,1611,331,0,4620,12101,500,360,615,100,10,0,0,0,1,0,0,0,8,0,30,27,30,1,3,False,True,False,True,False,False,True,True
221,류크 인형,,0,0,0,1,0,0,1612,331,0,4621,12102,420,360,634,100,10,0,0,0,1,0,0,0,8,0,15,35,25,1,3,False,True,False,True,False,False,True,True
222,루루 인형,,0,0,0,1,0,0,1613,331,0,4622,12103,430,120,616,100,10,0,0,0,1,0,0,0,8,0,20,1,20,1,3,False,True,False,True,False,False,True,True
223,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
224,문브뤼다 인형,,0,0,0,1,0,0,1651,262,0,4624,9013,400,0,620,100,10,0,0,0,1,0,0,0,8,0,10,32,30,1,3,False,True,False,True,False,False,True,True
225,대륙기예단의 눈,,0,0,0,1,0,0,1769,30,0,4625,1024,430,120,605,100,30,0,0,0,2,0,0,0,8,0,15,28,20,1,2,True,False,False,True,True,False,True,True
226,아기 불독,,0,0,0,1,0,0,1690,88,0,4626,1063,420,360,632,100,30,0,0,0,2,0,0,0,8,0,10,22,20,1,1,True,False,True,False,True,False,True,True
227,사랑의 천사,,0,0,0,1,0,0,1691,335,0,4627,10014,450,0,620,100,30,0,0,0,1,0,0,0,8,0,15,39,20,1,3,False,True,True,False,False,False,True,True
228,에스티니앙 인형,,0,0,0,1,0,0,1693,336,233,4628,9026,380,0,631,100,30,0,0,0,1,0,0,0,8,0,10,40,30,1,3,False,True,False,True,False,True,True,True
229,흐레스벨그 인형,,0,0,0,1,0,0,1694,269,0,4629,9505,500,360,623,100,30,0,0,0,1,0,0,0,8,0,25,29,20,1,2,False,True,True,False,False,False,True,True
230,기기,,0,0,0,1,0,0,1695,268,0,4630,10005,445,0,620,100,30,0,0,0,1,0,0,0,8,0,20,31,30,1,3,False,True,False,True,False,False,True,True
231,인조 정령,,0,0,0,1,0,0,1697,338,0,4631,10015,480,360,618,100,30,0,0,0,2,0,0,0,8,0,25,11,20,1,3,True,False,True,False,True,False,True,True
232,스카하크 인형,,0,0,0,1,0,0,1782,339,0,4632,2104,420,120,609,100,30,0,0,0,1,0,0,0,8,0,10,38,20,2,2,False,True,False,True,False,False,True,True
233,니드호그 인형,,0,0,0,1,0,0,1783,340,228,4633,9506,450,120,616,100,30,0,0,0,1,0,0,0,8,0,30,1,20,1,2,False,True,False,True,False,False,True,True
234,지옥강아지,,0,0,0,1,0,0,1791,89,0,4634,1064,420,0,620,100,30,0,0,0,2,0,0,0,8,0,15,43,20,1,1,True,False,True,False,True,False,True,True
235,올 디 인형,,0,0,0,1,0,0,1856,308,0,4636,7012,450,360,634,100,10,0,0,0,1,2,0,0,8,0,20,35,30,1,1,False,True,False,True,True,False,True,True
236,태엽 달,,0,0,0,1,0,0,1855,0,0,4637,11502,500,360,617,100,0,0,0,0,3,8,0,0,8,0,30,11,20,1,4,False,False,False,False,False,False,True,True
237,바다 초코초코보,,0,0,0,1,0,0,1696,3,0,4638,9,580,30,604,100,30,0,0,0,2,0,0,0,8,0,25,4,20,1,1,True,False,True,False,True,False,True,True
238,바츠 인형,,0,0,0,1,0,0,1692,279,0,4639,12051,450,360,619,100,30,0,0,0,2,0,0,0,8,0,30,5,30,2,3,False,True,False,True,False,False,True,True
239,적마도사 인형,,0,0,0,1,0,0,1698,223,0,4640,12011,445,360,624,100,30,0,0,0,1,0,0,0,8,0,20,18,30,1,3,False,True,False,True,False,False,True,True
240,요정강아지,,0,0,0,1,0,0,1859,89,0,4635,1065,440,0,620,100,30,0,0,0,2,0,0,0,8,0,20,34,30,1,1,True,False,True,False,True,False,True,True
241,달달이,,0,0,0,1,0,0,1786,280,0,4641,4003,500,120,631,100,30,0,0,0,2,0,0,0,8,0,20,23,30,1,1,True,False,True,False,True,False,True,True
242,콩알여우,,0,0,0,1,0,0,1784,281,0,4642,3010,500,360,615,100,10,0,0,0,2,0,0,0,8,0,25,27,30,2,1,True,False,True,False,True,False,True,True
243,치즈냥,,0,0,0,1,0,0,1785,13,0,4643,3011,440,120,608,100,10,0,0,0,2,0,0,0,8,90,20,19,30,1,1,True,False,True,False,True,False,True,True
244,해망아지,,0,0,0,1,0,0,1787,282,0,4644,1066,300,0,620,100,10,0,0,0,2,0,0,0,8,0,10,49,30,1,1,True,False,True,False,True,False,True,True
245,가시봄,,0,0,0,1,0,0,1790,284,0,4645,1067,470,360,626,100,10,0,0,0,2,0,0,0,8,90,10,12,20,1,2,True,False,True,False,False,False,True,True
246,봄보코,,0,0,0,1,0,0,1788,281,0,4646,3012,450,0,620,100,10,0,0,0,2,0,0,0,8,0,20,10,20,2,1,True,False,True,False,True,False,True,True
247,길참새,,0,0,0,1,0,0,1789,285,0,4647,5007,450,30,607,100,10,0,0,0,2,3,0,0,8,0,10,14,20,1,1,True,False,True,False,True,False,True,True
248,리세 인형,,0,0,0,1,0,0,1824,262,0,4648,9004,500,30,606,100,10,10,0,0,1,0,0,0,8,0,25,1,20,1,3,False,True,False,True,False,False,True,True
249,신 유우기리,,0,0,0,1,0,0,1825,271,0,4649,9021,310,120,631,100,10,0,0,0,1,0,0,0,8,0,30,20,20,1,3,False,True,False,True,False,False,True,True
250,고우세츠 인형,,0,0,0,1,0,0,1826,271,0,4650,9027,320,30,604,100,10,0,0,0,1,0,0,0,8,0,15,4,20,2,3,False,True,False,True,False,False,True,True
251,요츠유 인형,,0,0,0,1,0,0,1827,287,0,4651,9028,290,360,634,100,10,0,0,0,1,0,0,0,8,0,10,35,30,1,3,False,True,False,True,False,False,True,True
252,그륀바트 인형,,0,0,0,1,0,0,1828,289,0,4652,9035,590,30,604,100,10,10,0,0,1,0,0,0,8,0,30,38,20,1,2,False,True,False,True,False,False,True,True
253,나마즈오 인형,,0,0,0,1,0,0,1830,290,0,4653,6002,510,120,605,100,10,0,0,0,2,0,0,0,8,0,25,28,20,1,3,False,True,True,False,False,False,True,True
254,이본 인형,,0,0,0,1,0,0,1831,291,0,4654,1068,390,0,620,100,10,0,0,0,2,0,0,0,8,0,20,42,20,1,2,False,True,True,False,False,False,True,True
255,키메라 인형,,0,0,0,1,0,0,1832,292,0,4655,10016,510,120,622,100,10,0,0,0,1,0,0,0,8,0,25,26,20,1,2,False,True,False,True,False,False,True,True
256,고기냠냠이 인형,,0,0,0,1,0,0,1833,206,0,4656,6001,480,0,620,100,10,0,0,0,1,0,0,0,8,0,25,37,20,1,3,False,True,False,True,False,False,True,True
257,마도 어벤저 추종형,,0,0,0,1,0,0,1834,320,0,4657,11007,360,0,620,100,10,0,0,0,1,0,0,0,8,0,15,15,20,1,3,False,True,False,True,False,False,True,True
258,기드,,0,0,0,1,0,0,1895,293,259,4658,4004,330,0,620,100,10,0,0,0,2,0,0,0,8,0,10,43,20,1,1,True,False,True,False,True,False,True,True
259,엑스데스 인형,,0,0,0,1,0,0,1896,294,258,4659,2007,440,0,620,100,10,0,0,0,1,0,0,0,8,0,25,41,20,1,2,False,True,False,True,False,False,True,True
260,쿠로 인형,,0,0,0,1,0,0,1897,295,0,4660,9031,520,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,3,False,True,False,True,False,False,True,True
261,스사노오 인형,,0,0,0,1,0,0,1898,83,0,4661,8010,400,30,640,100,10,0,0,0,1,0,0,0,8,0,20,38,20,1,2,False,True,False,True,False,False,True,True
262,락슈미 인형,,0,0,0,1,0,0,1899,83,0,4662,8011,320,360,615,100,10,0,0,0,1,0,0,0,8,0,10,27,30,1,2,False,True,False,True,False,False,True,True
263,비스마르크 인형,,0,0,0,1,0,0,1968,83,0,4663,8008,550,0,620,100,10,0,0,0,1,0,0,0,8,0,15,34,30,1,2,False,True,False,True,False,False,True,True
264,히엔 인형,,0,0,0,1,0,0,1978,271,0,4664,9029,520,360,617,100,10,0,0,0,1,0,0,0,8,0,25,11,30,2,3,False,True,False,True,False,False,True,True
265,라바나 인형,,0,0,0,1,0,0,1979,83,0,4665,8009,550,120,605,100,10,0,0,0,1,0,0,0,8,0,25,38,30,2,2,False,True,False,True,False,False,True,True
266,코우진 인형,,0,0,0,1,0,0,1980,209,0,4666,7013,430,360,615,100,10,0,0,0,1,0,0,0,8,0,15,27,30,1,3,False,True,False,True,False,False,True,True
267,콩알시바,,0,0,0,1,0,0,1981,341,0,4667,3013,500,30,601,100,10,0,0,0,2,0,0,0,8,0,20,4,20,1,1,True,False,True,False,True,False,True,True
268,텐구 인형,,0,0,0,1,0,0,1982,342,0,4668,10017,400,120,616,100,10,0,0,0,2,0,0,0,8,0,15,19,30,1,1,True,False,True,False,True,False,True,True
269,마탕가 인형,,0,0,0,1,0,0,1983,343,0,4669,1069,600,30,606,100,10,0,0,0,2,0,0,0,8,0,25,1,20,1,2,True,False,True,False,True,False,True,True
270,람자 인형,,0,0,0,1,0,0,2046,345,0,4670,12501,620,0,620,100,10,0,0,0,1,0,0,0,8,0,30,21,30,2,3,False,True,False,True,False,False,True,True
271,꼬알라,,0,0,0,1,0,0,2066,346,0,4671,3014,600,360,623,100,10,0,0,0,2,9,0,0,8,0,25,29,20,1,1,True,False,True,False,True,False,True,True
272,깨알물범,,0,0,0,1,0,0,2067,347,0,4672,4005,480,30,621,100,10,0,0,0,2,0,0,0,8,0,20,26,30,1,1,True,False,True,False,True,False,True,True
273,우파루파,,0,0,0,1,0,0,2068,348,0,4673,4006,300,0,620,100,10,0,0,0,2,0,0,0,8,0,10,42,30,1,1,True,False,True,False,True,False,True,True
274,익시온 인형,,0,0,0,1,0,0,2069,349,0,4674,1070,560,360,637,100,10,0,0,0,1,0,0,0,8,0,30,20,40,1,2,False,True,False,True,False,False,True,True
275,신룡 인형,,0,0,0,1,0,0,2124,350,305,4675,8012,480,0,620,100,10,0,0,0,1,10,0,0,8,0,30,45,60,2,2,False,True,False,False,False,False,True,True
276,신 라우반,,0,0,0,1,0,0,2120,224,0,4676,9018,400,30,604,100,10,0,0,0,1,0,0,0,8,0,20,38,20,2,3,False,True,False,True,False,False,True,True
277,아난타 인형,,0,0,0,1,0,0,2232,351,0,4677,7014,450,360,615,100,10,0,0,0,1,0,0,0,8,0,20,27,60,1,3,False,True,True,False,False,False,True,True
278,꼬마 모아이,,0,0,0,1,0,0,2140,352,0,4678,11510,450,360,626,100,10,0,0,0,1,0,0,0,8,0,20,12,20,1,4,False,True,False,True,True,False,True,True
279,흰족제비,,0,0,0,1,0,0,2141,353,0,4679,3015,440,120,605,100,10,0,0,0,2,1,0,0,8,0,15,1,20,1,1,True,False,False,True,False,False,True,True
280,어릿광대 알,,0,0,0,1,0,0,2142,354,0,4680,10018,350,360,623,100,10,0,0,0,1,0,0,0,8,0,10,29,20,2,3,False,True,False,True,False,False,True,True
281,케프카 인형,,0,0,0,1,0,0,2143,355,0,4681,2008,600,0,620,100,10,0,0,0,1,0,0,0,8,0,30,43,20,2,2,False,True,False,True,False,False,True,True
282,마그나이 인형,,0,0,0,1,0,0,2144,356,294,4682,9033,650,0,620,100,0,10,0,0,1,11,0,0,8,0,30,31,50,2,3,False,True,False,True,False,False,True,True
283,해파링,,0,0,0,1,0,0,2155,357,0,4683,4007,510,120,633,100,10,0,0,0,2,0,0,0,8,0,15,20,20,1,1,True,False,False,True,False,False,True,True
284,백호랑,,0,0,0,1,0,0,2156,367,0,4684,8201,500,120,609,100,5,10,0,0,2,0,0,0,8,0,20,38,20,2,2,False,True,True,False,False,False,True,True
285,파프니르 인형,,0,0,0,1,0,0,2157,358,0,4685,1071,300,30,606,100,10,0,0,0,1,0,0,0,8,0,10,38,20,1,2,False,True,False,True,False,False,True,True
286,미스라 인형,,0,0,0,1,0,0,2168,358,0,4686,10019,480,360,617,100,10,0,0,0,1,0,0,0,8,0,20,11,30,2,3,False,True,True,False,False,False,True,True
287,아네모스 왕자,,0,0,0,1,0,0,2169,358,0,4687,1072,430,30,601,100,10,0,0,0,2,0,0,0,8,0,10,4,20,1,2,True,False,True,False,False,False,True,True
288,해치,,0,0,0,1,0,0,2170,359,288,4688,3016,460,0,620,100,5,5,0,0,1,0,0,0,8,0,20,37,20,1,3,False,True,False,True,True,False,True,True
289,금마즈오,,0,0,0,1,0,0,2221,290,0,4689,6002,560,360,625,100,10,0,0,0,2,0,0,0,8,0,30,25,20,1,3,False,True,True,False,False,False,True,True
290,제천대성,,0,0,0,1,0,0,2238,360,0,4701,1074,620,30,604,100,10,0,0,0,2,0,0,0,8,0,30,1,20,1,2,False,False,True,False,True,False,True,True
291,태엽 초롱,,0,0,0,1,0,0,2239,0,0,4700,11511,650,360,634,100,10,0,0,0,1,0,0,0,8,0,25,35,30,2,4,False,False,False,False,False,False,True,True
292,클라미도사우루스,,0,0,0,1,0,0,2240,362,0,4695,3017,400,360,624,100,10,0,0,0,2,0,0,0,8,0,10,18,30,1,1,True,False,True,False,True,False,True,True
293,시리나 인형,,0,0,0,1,0,0,2241,363,0,4697,9032,410,0,620,100,10,0,0,0,1,0,0,0,8,0,10,43,20,1,3,False,True,False,True,False,False,True,True
294,사두 인형,,0,0,0,1,0,0,2242,364,282,4696,9034,500,360,600,100,10,0,0,0,1,0,0,0,8,0,30,5,30,2,3,False,True,False,True,False,False,True,True
295,캐시 알뿌리,,0,0,0,1,0,0,2243,358,0,4690,1073,450,30,621,100,10,0,0,0,2,0,0,0,8,0,15,19,30,1,2,True,False,True,False,False,False,True,True
296,타루타루 인형,,0,0,0,1,0,0,2244,358,0,4691,10020,370,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,3,False,True,False,True,False,False,True,True
297,츠쿠요미 인형,,0,0,0,1,0,0,2245,83,0,4699,8013,430,120,616,100,10,0,0,0,1,0,0,0,8,0,20,1,20,2,2,False,True,False,True,False,False,True,True
298,시로 인형,,0,0,0,1,0,0,2246,295,0,4698,9030,410,360,615,100,10,0,0,0,1,0,0,0,8,0,10,27,30,1,3,False,True,False,True,False,False,True,True
299,노동 8호,,0,0,0,1,0,0,2247,365,0,4702,2105,580,30,603,100,10,0,0,0,1,0,0,0,8,0,25,2,20,2,2,False,True,False,True,False,False,True,True
300,아이루,,0,0,0,1,0,0,2284,366,0,4692,13020,480,360,617,70,15,15,0,0,2,0,0,0,8,0,15,11,20,1,1,True,False,True,False,True,False,True,False
301,푸기,,0,0,0,1,0,0,2285,366,0,4693,13021,400,0,620,80,10,0,0,0,2,0,0,0,8,0,10,37,20,2,1,True,False,True,False,True,False,True,False
302,축제 나마즈오,,0,0,0,1,0,0,2310,290,0,4694,6002,430,360,626,100,10,0,0,0,2,0,0,0,8,0,20,12,20,1,3,False,True,True,False,False,False,True,True
303,주공작,,0,0,0,1,0,0,2327,367,0,4703,8202,450,120,610,100,10,0,0,0,2,2,0,0,8,0,20,4,60,1,2,False,True,True,False,False,False,True,True
304,알파 인형,,0,0,0,1,0,0,2324,3,0,4704,9507,440,0,631,100,10,0,0,0,2,0,0,0,8,0,25,40,30,1,1,False,True,True,False,False,False,True,True
305,꼬메가,,0,0,0,1,0,0,2328,368,275,4705,2009,540,30,603,100,10,0,0,0,2,0,0,0,8,0,30,6,60,1,2,False,False,False,True,False,False,True,True
